score,title,author,date,comment
5,Organic Seaweed Snacks Review,"Clarissa R.,",25-Feb-19,"Delicious! I used to eat these as an after-school snack, but I loved Ocean Halo's new take on flavor. I loved the Korean BBQ, which was the perfect mix of spicy and sweet, and can't wait to try the other flavors."
4,Organic Seaweed Snacks Review,"LOUIS B.,",06-Feb-19,It was very good. Nice size package for a snack at work. I tried the sea salt which have great flavor. The Texas barbecue will be the next flavor I try.
5,Organic Seaweed Snacks Review,"jennifer P.,",11-Jan-19,"I really enjoyed the seaweed snacks, though I did not eat them as seaweed snacks. Instead, I used them in my ramen and they added just the right amount of flavor and texture!"
2,Organic Seaweed Snacks Review,"Christina H.,",17-Feb-19,I didn't purchase this product. I used all my coupons on the noodle bowls and the broth. I am not a huge seaweed fan and wanted to try the other products in this brand more than the seaweed snacks.
5,Organic Seaweed Snacks Review,"Lavonya P.,",25-Nov-18,"These are a great choice for a snack if you're on the go or looking for something low carb! The Wasabi flavor is my favorite, not too spicy more of the flavoring. I frequently take these snacks to work."
5,Organic Seaweed Snacks Review,"Hope C.,",14-Feb-19,"I loved it, thought it was wonderful. I'm not good at reviewing things, but I'm sure you will enjoy it as well. I really love the Sea Salt Flavor most of all."
5,Organic Seaweed Snacks Review,"jessica B.,",25-Feb-19,This seaweed is the best I've tried & I've tried several. I was even surprised how much my 6yo loved it as well. I'll definitely be buying this product again.
4,Organic Seaweed Snacks Review,"Tabby G.,",03-Nov-18,Love them. Such a wonderful snack for home office or car. I am looking to try many more flavors. But the sea salt that I did try was good. Just looking forward to different flavors.
5,Organic Seaweed Snacks Review,"Emily R.,",04-Nov-18,Was deliciously very good and not a heavy snack for my kids and me. We enjoyed this a lot. We will be snacking on these instead of popcorn during movie nights with my kids!
5,Organic Seaweed Snacks Review,"Natasha S.,",14-Feb-19,I LOVED IT! Best tasting seaweed snack I've ever had. Loved the variety of flavors too! The fact that it's all natural is amazing. I wish they carried them in every store.
4,Organic Seaweed Snacks Review,"Linda P.,",01-Dec-18,When I first brought these home my kids thought they would be gross. I asked them to just give it a try and they did. They live these and want to try more flavors.
3,Organic Seaweed Snacks Review,"Jeany C.,",26-Jan-19,I tried the product and I enjoyed it. It didn't blow me away or anything but it was a good healthy alternative to other snacks..I definitely recommend them to anyone who likes seaweed snacks.
4,Organic Seaweed Snacks Review,"Tabitha O.,",25-Nov-18,"Much different than what I expected, I've never tried anything like this before. So trying this was an experience for me, bacon is my favorite. Tasted really good, but texture is much different than anything I've ever tasted."
5,Organic Seaweed Snacks Review,"Bubbles C.,",18-Dec-18,I am always craving for salty snacks. This is a great alternative to eating unhealthy chips. I sometimes use it to make sushi rolls or mix it wit miso soup.
5,Organic Seaweed Snacks Review,"Mary A.,",06-Dec-18,I like that the the Ocean Halo Seaweed Snacks are crisp and not excessively salty. The Korean Barbecue flavor has a nice flavorful tang. Good healthy snack!
5,Organic Seaweed Snacks Review,"Charles C.,",07-Nov-18,"Favor bursting, crunchy, more taste then I ever expected for seaweed. Will deffently be buying these again! Anyone who likes to try different things will especally love this."
5,Organic Seaweed Snacks Review,"katrina H.,",29-Oct-18,I was hesitant on the flavored seaweed as I thought the seasoning would be over-powering. I am so glad I tried these. They are so delicious. I picked up the chili lime and it had just the right amount of flavor. I will be buying these again!
5,Organic Seaweed Snacks Review,"Penni M.,",15-Nov-18,My daughter loves these seaweed sheets. Great for on the go and between classes. We don't have all the flavors at our store and when we go out of town she looks for different flavors.
5,Organic Seaweed Snacks Review,"Stephanie J.,",07-Dec-18,Completely taken by surprise on these snacks. Even my kids loved it. We have have purchased more sincere first tried these. Perfect for the school lunch.
1,Organic Seaweed Snacks Review,"Tsvetelina M.,",05-Jan-19,"I tried Halo Ramen Noodle Bowl. For the price I was expecting a tasty lunch. The noodles came out hard, and the broth was bland. I would certainly not buy the product again."
5,Organic Seaweed Snacks Review,"Tiffany O.,",04-Nov-18,Amazing Healthy snack! They also taste great and my kids love them as well. I will definitely buy this product again. If you have not tried these. I definitely recommend that you do.
5,Organic Seaweed Snacks Review,"Arun J.,",28-Oct-18,I have never tried the seaweed snack.I tried the oceans Halo Korean BBQ seaweed snack.It was good.Everybody liked it.It wasn't too salty.The flavors were perfect.Will definitely buy again.
4,Organic Seaweed Snacks Review,"robyn D.,",17-Jan-19,My son liked it but I did not like the taste. My son likes bacon so he thought it was delicious. Perhaps if I had tried a different one I would have felt differently.
5,Organic Seaweed Snacks Review,"Kelsey M.,",07-Dec-18,"I cannot stand bacon flavored things usually. My local store only had bacon. To my surprise, i loved them! They were so tasty without seeming artificially flavored at all."
3,Organic Seaweed Snacks Review,"Dianne D.,",26-Oct-18,"I bought the sea salt flavor seaweed chips. The are tasty, but also somewhat fishy. Keep that in mind if you decide to buy them. It's not a filling snack, but it is good to quickly satisfy a craving."
5,Organic Seaweed Snacks Review,"Piage N.,",15-Jan-19,"These are healthy and amazing products that provide needed nutrients (such as iodine). I tried the sriracha flavor, which was spicy and tangy. I look forward to trying all of the different flavors as this is a new go-to product for me."
5,Organic Seaweed Snacks Review,"SOPHIA C.,",17-Dec-18,"I love nori in general, but Ocean's Halo was above the average quality! The flavor was good and not overpowering, I tried the salt and BBQ verity. Would buy again!"
4,Organic Seaweed Snacks Review,"Amber R.,",27-Feb-19,"The free sample of Halos Organic Seaweed snacks I received from Social Nature, were very enjoyable. They just felt healthy and were a very good snack."
5,Organic Seaweed Snacks Review,"tracy W.,",26-Oct-18,I love the chili lime seaweed snacks. Has great flavor and nice crispness to it with a perfect lightness to it. I like how oceans Halo offers the ability to choose different flavors. These are a great light snack.
5,Organic Seaweed Snacks Review,"Dana S.,",05-Dec-18,"I really enjoyed my free sample of Oceans Halo Organic Seaweed Snacks. It was the perfect combination of light, crunchy, salty, and flavorful. I have shared my thoughts with several of my friends who have since gone out and purchased this product."
5,Organic Seaweed Snacks Review,"Robin K.,",11-Mar-19,I really liked this product. I would like to try a different flavor maybe the sea salt one. I would recommended this to friends and family. Just right portion size
5,Organic Seaweed Snacks Review,"Diana U.,",27-Nov-18,"I love these deliciously salty snacks, when I'm snacking on the go! They are healthy, organic, and I can take them anywhere. The flavor is authentic and unique. I can't get enough of them."
5,Organic Seaweed Snacks Review,"Marliyah Z.,",05-Nov-18,"I'm a fan of seaweed products and definitely love this seaweed snack sheets, so crunchy and tasty, and it have a lot of flavor choices. Tried the sea salt one and for sure will try another flavors."
5,Organic Seaweed Snacks Review,"Penny M.,",05-Nov-18,"I am eating low carb, and this is a great alternative to chips. It's healthy, tastes great, and you can eat it right out of the bag! I love that it comes in different flavors, even my 12 and 7 yr old picky eaters enjoyed them."
5,Organic Seaweed Snacks Review,"Christina G.,",04-Nov-18,I really like Ocean Halo's seaweed snacks - the Maui Onion flavor was crisy and flavorful and I love that they are so healthy - good source of iodine and non-GMO!
4,Organic Seaweed Snacks Review,"Charlene C.,",27-Feb-19,"I thought they tasted ok, not something I wouldn't recommend. Everyone has different tastes so I would tell people to try it. It's possible that they would really enjoy them."
5,Organic Seaweed Snacks Review,"Katie C.,",07-Dec-18,The only flavor my store had was bacon. Surprisingly I loved it. Not too strong but just right. Perfect for snacking. I would definitely recommend and buy again!
5,Organic Seaweed Snacks Review,"Omaya H.,",23-Jan-19,I honestly loved it! It was Full of flavor!! and it is the perfect healthy snack when you are hungry or craving something savory. I love the packaging too!
5,Organic Seaweed Snacks Review,"Mary G.,",12-Jan-19,"Seaweed is known to be high in vitamins and minerals. These flavors are all delicious, but I liked the original the best! These are great for an on the go snack."
5,Organic Seaweed Snacks Review,"Stephanie F.,",05-Nov-18,Organic Seaweed Snacks are a great treat! I love that they are made with sustainable ocean-farmed seaweed and they are good for you! I would definitely recommend trying them out.
4,Organic Seaweed Snacks Review,"Melissa A.,",25-Nov-18,It is actually pretty good. I really wasnt sure about the product on appearances but after I tasted it I was pleasantly surprised. I look forward to trying more of there products
